user_id,community_id,interaction_type,engagement_score,similarity_score,timestamp,user_age,user_location,user_activity_level,community_category,community_member_count,community_activity_score
391,347,join,2,0.25,"2025-08-13 22:14:02",37,Strasbourg,low,"Économie Circulaire",582,0.27
1620,146,join,1,0.143,"2025-04-04 22:14:02",46,Dijon,low,"Protection Animale",834,0.23
529,345,post,1,0.111,"2025-06-05 22:14:02",36,Paris,high,"Innovation Verte",648,0.82
236,407,share,1,0.125,"2024-11-30 21:14:02",51,Marseille,medium,"Protection Animale",186,0.1
316,242,post,1,0.1,"2024-10-27 21:14:02",59,Nantes,high,"Consommation Responsable",610,0.33
1881,185,join,1,0,"2024-10-28 21:14:02",63,Grenoble,low,"Climat & Environnement",722,0.65
474,137,join,1,0.2,"2024-12-12 21:14:02",19,Bordeaux,low,"Économie Circulaire",434,0.7
1041,463,comment,1,0.125,"2025-09-30 22:14:02",35,Saint-Étienne,medium,"Urbanisme Durable",621,0.49
76,86,post,1,0.143,"2025-05-02 22:14:02",39,Strasbourg,high,"Agriculture Écologique",189,0.97
1187,48,post,1,0,"2025-07-02 22:14:02",61,Saint-Étienne,high,"Biodiversité & Nature",608,0.78
277,321,share,1,0.5,"2025-04-19 22:14:02",36,Grenoble,low,"Agriculture Écologique",720,0.3
262,189,post,1,0.167,"2025-09-24 22:14:02",37,Montpellier,low,"Agriculture Écologique",400,0.51
1689,80,post,1,0.4,"2024-11-20 21:14:02",53,Toulouse,medium,"Innovation Verte",635,0.55
1523,86,comment,1,0.286,"2025-08-10 22:14:02",60,Rennes,low,"Agriculture Écologique",189,0.97
206,478,comment,1,0.167,"2024-11-04 21:14:02",60,Saint-Étienne,low,"Consommation Responsable",417,0.41
275,402,join,1,0,"2024-11-09 21:14:02",33,Montpellier,high,"Transport Durable",261,0.29
117,383,share,1,0,"2025-04-14 22:14:02",39,Villeurbanne,medium,"Consommation Responsable",29,0.84
1906,435,comment,3,0.429,"2024-11-26 21:14:02",43,Nantes,low,"Protection Animale",433,0.85
1596,498,post,1,0,"2025-04-09 22:14:02",52,Toulouse,high,"Transport Durable",307,0.77
1473,308,post,1,0.1,"2025-02-14 21:14:02",35,Montpellier,high,"Innovation Verte",428,0.67
215,99,post,1,0.333,"2025-07-30 22:14:02",43,Reims,high,"Urbanisme Durable",828,0.25
1344,242,comment,1,0.167,"2025-01-11 21:14:02",60,Nantes,high,"Consommation Responsable",610,0.33
532,382,comment,1,0.111,"2025-06-14 22:14:02",52,Villeurbanne,medium,"Protection Animale",45,0.98
1260,166,comment,1,0,"2025-06-02 22:14:02",34,Nantes,medium,"Biodiversité & Nature",181,0.85
1247,444,share,1,0,"2025-07-14 22:14:02",55,Grenoble,low,"Éducation Environnementale",134,0.94
1631,58,like,1,0.125,"2025-01-17 21:14:02",48,Nantes,medium,"Protection Animale",553,0.51
1559,310,share,1,0.111,"2025-05-03 22:14:02",53,"Le Havre",medium,"Innovation Verte",696,0.28
1868,8,comment,1,0,"2025-09-16 22:14:02",61,Paris,high,"Protection Animale",469,0.77
782,443,comment,1,0.125,"2025-07-05 22:14:02",23,Saint-Étienne,low,"Urbanisme Durable",515,0.34
1325,360,join,1,0,"2025-08-03 22:14:02",53,Paris,low,"Biodiversité & Nature",275,0.86
412,96,join,1,0,"2025-06-07 22:14:02",51,Saint-Étienne,medium,"Protection Animale",784,0.82
1402,192,join,1,0.125,"2025-09-03 22:14:02",39,Nice,high,"Énergies Renouvelables",889,0.94
1422,343,post,1,0.167,"2025-07-30 22:14:02",58,Saint-Étienne,low,"Climat & Environnement",807,0.49
901,415,comment,1,0,"2025-03-13 21:14:02",27,Montpellier,low,"Transport Durable",837,0.21
1047,286,share,1,0.286,"2025-09-03 22:14:02",26,Villeurbanne,low,"Innovation Verte",130,0.22
537,226,join,1,0.111,"2025-08-25 22:14:02",65,Nantes,high,"Protection Animale",87,0.54
2000,21,comment,1,0.1,"2025-03-25 21:14:02",30,Toulouse,high,"Recyclage & Zéro Déchet",878,0.18
1500,136,comment,1,0.167,"2024-11-21 21:14:02",62,Angers,high,"Protection Animale",400,0.98
135,162,like,1,0.222,"2025-05-28 22:14:02",53,Paris,high,"Consommation Responsable",848,0.49
1902,481,share,1,0.25,"2025-02-18 21:14:02",26,"Le Havre",low,"Consommation Responsable",958,0.19
245,363,share,2,0.333,"2025-08-10 22:14:02",26,Angers,high,"Protection Animale",216,0.62
1074,375,like,1,0,"2025-08-10 22:14:02",55,Dijon,medium,"Énergies Renouvelables",49,0.35
498,269,like,1,0.167,"2025-06-13 22:14:02",52,Strasbourg,low,"Climat & Environnement",411,0.88
1143,463,post,1,0.143,"2025-06-14 22:14:02",55,Nîmes,medium,"Urbanisme Durable",621,0.49
1905,133,share,2,0.429,"2025-04-24 22:14:02",57,Lyon,medium,"Éducation Environnementale",823,0.4
1475,314,join,1,0.143,"2025-07-06 22:14:02",18,Nantes,medium,"Consommation Responsable",753,0.4
918,491,like,1,0.2,"2025-08-10 22:14:02",47,Toulon,medium,"Agriculture Écologique",92,0.88
1686,274,share,1,0.125,"2025-04-20 22:14:02",25,Reims,high,"Consommation Responsable",196,0.34
385,58,join,1,0.286,"2025-04-29 22:14:02",58,Dijon,medium,"Protection Animale",553,0.51
1453,167,join,1,0.125,"2025-06-19 22:14:02",21,Rennes,medium,"Recyclage & Zéro Déchet",439,0.63
1284,82,join,1,0.111,"2025-07-21 22:14:02",53,Angers,medium,"Économie Circulaire",798,0.39
1466,309,share,1,0.143,"2025-01-04 21:14:02",57,Lille,high,"Innovation Verte",630,0.42
937,391,like,1,0.1,"2025-06-25 22:14:02",64,Bordeaux,high,"Climat & Environnement",172,0.65
1417,328,join,1,0,"2025-05-25 22:14:02",30,Marseille,medium,"Agriculture Écologique",709,0.83
732,19,like,1,0,"2025-05-31 22:14:02",38,Lyon,medium,"Urbanisme Durable",253,0.63
135,152,join,1,0,"2024-10-18 22:14:02",53,Paris,high,"Biodiversité & Nature",382,0.65
1721,396,join,1,0.143,"2024-12-07 21:14:02",61,Dijon,medium,"Transport Durable",217,0.76
1310,102,join,1,0,"2025-02-17 21:14:02",22,Angers,high,"Urbanisme Durable",15,0.34
815,241,join,1,0.1,"2025-10-02 22:14:02",43,Dijon,low,"Climat & Environnement",357,0.2
1624,313,join,1,0.111,"2025-05-17 22:14:02",47,Reims,high,"Urbanisme Durable",973,0.46
1109,466,like,3,0.5,"2025-06-27 22:14:02",37,Grenoble,high,"Protection Animale",261,0.37
1309,258,share,1,0,"2025-04-30 22:14:02",28,Marseille,medium,"Consommation Responsable",708,0.41
1772,63,join,1,0,"2025-10-11 22:14:02",30,Toulouse,low,"Climat & Environnement",920,0.29
1593,223,comment,1,0.1,"2025-05-27 22:14:02",41,Paris,medium,"Protection Animale",92,0.15
1619,386,join,1,0.143,"2025-01-10 21:14:02",62,Toulon,medium,"Recyclage & Zéro Déchet",878,0.33
1372,403,comment,1,0.143,"2025-07-08 22:14:02",52,Bordeaux,high,"Climat & Environnement",639,0.93
1973,11,share,1,0,"2024-10-16 22:14:02",61,Lyon,low,"Urbanisme Durable",439,0.25
1439,394,share,1,0,"2025-03-06 21:14:02",35,Villeurbanne,medium,"Urbanisme Durable",590,0.28
311,128,like,1,0,"2024-10-16 22:14:02",23,Reims,high,"Transport Durable",985,0.79
1526,349,like,1,0.111,"2025-07-19 22:14:02",40,Bordeaux,medium,"Consommation Responsable",564,0.98
1496,355,post,1,0,"2025-09-17 22:14:02",26,Grenoble,low,"Éducation Environnementale",397,0.38
597,151,like,1,0,"2024-11-08 21:14:02",54,Lyon,low,"Éducation Environnementale",29,0.94
784,159,like,1,0,"2025-08-20 22:14:02",53,Montpellier,high,"Transport Durable",672,0.72
170,321,like,1,0,"2025-05-24 22:14:02",33,Reims,low,"Agriculture Écologique",720,0.3
1649,33,post,1,0.222,"2024-11-30 21:14:02",41,Toulouse,low,"Agriculture Écologique",165,0.7
1624,283,like,1,0,"2025-01-18 21:14:02",47,Reims,high,"Recyclage & Zéro Déchet",947,0.31
481,481,post,1,0,"2025-01-31 21:14:02",43,Paris,high,"Consommation Responsable",958,0.19
1701,147,post,1,0.167,"2025-06-02 22:14:02",58,Nîmes,medium,"Innovation Verte",803,1
1420,127,comment,1,0,"2025-06-21 22:14:02",54,Saint-Étienne,high,"Transport Durable",227,0.95
299,142,post,1,0.167,"2025-05-23 22:14:02",40,Toulouse,high,"Protection Animale",237,0.61
812,43,share,1,0,"2025-05-05 22:14:02",36,Angers,low,"Recyclage & Zéro Déchet",211,0.57
1162,3,comment,1,0,"2025-08-09 22:14:02",28,Nîmes,low,"Biodiversité & Nature",582,0.32
1203,55,comment,1,0,"2025-05-30 22:14:02",51,Nice,low,"Énergies Renouvelables",531,0.83
1631,307,join,1,0,"2025-06-09 22:14:02",48,Nantes,medium,"Agriculture Écologique",482,0.37
1876,42,like,1,0.167,"2025-01-20 21:14:02",47,Bordeaux,low,"Innovation Verte",355,0.1
1852,79,join,1,0.143,"2025-08-09 22:14:02",40,Lyon,high,"Consommation Responsable",632,0.49
1678,319,share,1,0,"2024-12-07 21:14:02",62,Nice,medium,"Énergies Renouvelables",173,0.3
1976,66,join,1,0.143,"2024-12-22 21:14:02",50,Angers,medium,"Éducation Environnementale",553,0.71
758,197,comment,1,0,"2024-12-16 21:14:02",50,Reims,high,"Biodiversité & Nature",941,0.42
1437,329,post,1,0,"2024-11-14 21:14:02",50,Nîmes,high,"Transport Durable",660,0.37
48,232,share,1,0,"2025-08-12 22:14:02",29,Bordeaux,high,"Économie Circulaire",403,0.83
1744,11,join,1,0,"2025-09-03 22:14:02",38,Nice,low,"Urbanisme Durable",439,0.25
951,214,share,1,0.167,"2025-04-29 22:14:02",53,"Le Havre",medium,"Économie Circulaire",146,0.66
556,466,join,1,0,"2025-01-08 21:14:02",57,Nice,low,"Protection Animale",261,0.37
659,435,join,2,0.429,"2025-01-17 21:14:02",57,Villeurbanne,low,"Protection Animale",433,0.85
580,304,share,1,0.125,"2025-06-04 22:14:02",23,Nantes,medium,"Recyclage & Zéro Déchet",800,0.9
48,108,share,1,0,"2025-01-30 21:14:02",29,Bordeaux,high,"Urbanisme Durable",921,0.34
161,113,post,1,0.1,"2025-04-19 22:14:02",48,Villeurbanne,high,"Urbanisme Durable",493,0.33
1678,248,comment,1,0,"2025-05-23 22:14:02",62,Nice,medium,"Économie Circulaire",202,0.13
1668,50,join,1,0.167,"2025-02-07 21:14:02",51,Grenoble,medium,"Recyclage & Zéro Déchet",688,0.5
588,300,share,1,0.125,"2024-10-19 22:14:02",24,Paris,low,"Énergies Renouvelables",72,0.42
1126,187,share,1,0.111,"2025-10-12 22:14:02",36,Nantes,high,"Consommation Responsable",80,0.89
594,446,join,1,0.143,"2025-06-12 22:14:02",18,Rennes,low,"Éducation Environnementale",323,0.5
675,59,join,1,0,"2025-09-09 22:14:02",54,Saint-Étienne,medium,"Urbanisme Durable",388,0.7
880,390,like,1,0,"2025-09-20 22:14:02",47,Nîmes,high,"Protection Animale",913,0.14
144,383,post,1,0.111,"2025-07-04 22:14:02",27,Lyon,high,"Consommation Responsable",29,0.84
213,390,like,1,0.111,"2024-11-26 21:14:02",49,"Le Havre",medium,"Protection Animale",913,0.14
1401,469,comment,1,0,"2025-04-09 22:14:02",31,Marseille,medium,"Biodiversité & Nature",749,0.27
618,371,like,1,0.167,"2025-03-04 21:14:02",28,Marseille,high,"Recyclage & Zéro Déchet",64,0.23
1207,466,like,1,0.167,"2025-06-12 22:14:02",54,Lille,low,"Protection Animale",261,0.37
588,207,like,1,0.125,"2025-06-27 22:14:02",24,Paris,low,"Énergies Renouvelables",162,0.82
529,434,like,1,0.25,"2025-05-19 22:14:02",36,Paris,high,"Urbanisme Durable",903,0.43
1007,285,join,1,0,"2025-09-12 22:14:02",38,Nantes,low,"Recyclage & Zéro Déchet",692,0.67
1138,471,like,1,0,"2025-08-19 22:14:02",63,Montpellier,low,"Urbanisme Durable",855,0.89
1155,298,post,1,0.143,"2025-01-17 21:14:02",35,Rennes,medium,"Climat & Environnement",66,0.28
356,194,like,1,0,"2025-02-28 21:14:02",36,Strasbourg,low,"Climat & Environnement",691,0.11
373,377,join,1,0,"2025-05-24 22:14:02",34,Reims,high,"Biodiversité & Nature",71,0.47
547,462,like,1,0.1,"2025-04-02 22:14:02",23,Villeurbanne,high,"Économie Circulaire",379,0.81
920,349,post,1,0,"2025-08-26 22:14:02",30,Nice,high,"Consommation Responsable",564,0.98
1972,312,join,1,0,"2025-03-26 21:14:02",21,Rennes,high,"Transport Durable",783,0.62
758,478,share,1,0.143,"2025-09-26 22:14:02",50,Reims,high,"Consommation Responsable",417,0.41
1153,66,share,1,0,"2025-10-03 22:14:02",35,Marseille,low,"Éducation Environnementale",553,0.71
1159,231,like,1,0.222,"2024-11-17 21:14:02",43,Saint-Étienne,low,"Innovation Verte",624,0.97
222,82,post,1,0.111,"2025-01-16 21:14:02",25,Villeurbanne,low,"Économie Circulaire",798,0.39
1383,463,share,1,0,"2025-04-05 22:14:02",21,Marseille,medium,"Urbanisme Durable",621,0.49
530,45,join,1,0,"2024-11-13 21:14:02",56,Toulouse,low,"Recyclage & Zéro Déchet",36,0.33
1730,275,join,1,0,"2025-04-02 22:14:02",33,Paris,low,"Recyclage & Zéro Déchet",921,0.95
41,295,post,1,0.111,"2025-01-03 21:14:02",55,Saint-Étienne,high,"Urbanisme Durable",755,0.49
350,317,like,1,0,"2025-05-16 22:14:02",59,Strasbourg,low,"Énergies Renouvelables",874,0.43
5,57,comment,1,0.1,"2024-11-25 21:14:02",53,Strasbourg,medium,"Protection Animale",416,0.98
1934,120,comment,1,0.125,"2024-11-20 21:14:02",23,Lille,high,"Biodiversité & Nature",525,0.49
730,136,share,1,0.167,"2024-12-10 21:14:02",63,Rennes,high,"Protection Animale",400,0.98
361,150,like,2,0.286,"2025-10-07 22:14:02",27,Montpellier,medium,"Protection Animale",609,0.13
1737,66,join,1,0,"2025-02-09 21:14:02",26,Grenoble,low,"Éducation Environnementale",553,0.71
178,354,like,1,0.125,"2024-11-25 21:14:02",28,Nîmes,high,"Climat & Environnement",631,0.29
1651,88,share,1,0.111,"2025-01-04 21:14:02",29,Montpellier,medium,"Économie Circulaire",472,0.43
1021,426,comment,1,0.167,"2025-08-30 22:14:02",60,Toulon,high,"Éducation Environnementale",390,0.24
1580,69,share,1,0,"2025-03-29 21:14:02",60,Grenoble,low,"Transport Durable",511,0.53
1041,102,join,1,0.286,"2025-07-20 22:14:02",35,Saint-Étienne,medium,"Urbanisme Durable",15,0.34
1815,41,join,1,0.143,"2025-08-17 22:14:02",38,Paris,medium,"Recyclage & Zéro Déchet",970,0.42
1535,123,share,1,0.143,"2024-12-27 21:14:02",62,Lyon,medium,"Protection Animale",137,0.87
1804,97,join,1,0,"2025-04-27 22:14:02",33,Saint-Étienne,medium,"Climat & Environnement",28,0.99
1072,169,join,1,0.167,"2025-06-10 22:14:02",23,Lyon,medium,"Protection Animale",11,0.2
567,323,comment,1,0,"2025-04-23 22:14:02",36,Marseille,low,"Climat & Environnement",879,0.61
1877,15,comment,1,0,"2025-06-02 22:14:02",23,"Le Havre",high,"Protection Animale",441,0.95
1772,101,post,1,0,"2025-05-12 22:14:02",30,Toulouse,low,"Biodiversité & Nature",415,0.6
1557,202,post,1,0.1,"2025-05-24 22:14:02",31,Grenoble,low,"Agriculture Écologique",271,0.15
182,5,comment,1,0,"2024-10-16 22:14:02",19,Nîmes,medium,"Éducation Environnementale",117,0.36
1615,40,join,1,0,"2025-02-11 21:14:02",37,Reims,high,"Consommation Responsable",562,0.34
1918,160,comment,1,0,"2025-03-01 21:14:02",48,Saint-Étienne,low,"Transport Durable",758,1
551,424,share,1,0.167,"2025-03-16 21:14:02",62,Marseille,high,"Consommation Responsable",823,0.27
976,68,join,1,0.167,"2025-08-29 22:14:02",56,Lille,medium,"Urbanisme Durable",106,0.2
356,409,comment,1,0,"2025-01-14 21:14:02",36,Strasbourg,low,"Climat & Environnement",853,0.88
1544,453,share,1,0,"2025-03-31 22:14:02",26,Angers,low,"Énergies Renouvelables",224,0.36
1516,24,comment,1,0.1,"2025-08-13 22:14:02",61,Villeurbanne,low,"Climat & Environnement",417,0.68
1638,29,post,1,0.143,"2025-06-25 22:14:02",36,Angers,low,"Énergies Renouvelables",123,0.45
1796,88,comment,1,0,"2025-06-14 22:14:02",60,Lyon,medium,"Économie Circulaire",472,0.43
319,375,post,1,0,"2025-06-07 22:14:02",22,Angers,medium,"Énergies Renouvelables",49,0.35
594,140,comment,1,0,"2025-08-28 22:14:02",18,Rennes,low,"Transport Durable",173,0.37
530,163,join,1,0.167,"2025-02-02 21:14:02",56,Toulouse,low,"Énergies Renouvelables",856,0.9
1313,247,join,1,0,"2024-11-29 21:14:02",39,Toulon,medium,"Consommation Responsable",128,0.58
951,425,share,1,0,"2024-12-29 21:14:02",53,"Le Havre",medium,"Éducation Environnementale",896,0.99
1456,189,like,1,0.111,"2025-07-02 22:14:02",45,Angers,medium,"Agriculture Écologique",400,0.51
377,64,like,1,0,"2025-02-19 21:14:02",39,Marseille,medium,"Transport Durable",879,0.28
841,15,share,1,0.125,"2025-01-11 21:14:02",65,Strasbourg,medium,"Protection Animale",441,0.95
1153,172,like,1,0,"2025-05-29 22:14:02",35,Marseille,low,"Transport Durable",750,0.29
1268,269,join,1,0.333,"2024-12-24 21:14:02",26,Saint-Étienne,low,"Climat & Environnement",411,0.88
1954,430,post,1,0,"2024-10-15 22:14:02",25,Lyon,medium,"Recyclage & Zéro Déchet",89,0.32
1338,230,like,1,0,"2025-07-19 22:14:02",21,"Le Havre",low,"Énergies Renouvelables",730,0.46
1965,82,post,1,0.1,"2025-10-10 22:14:02",53,Nîmes,low,"Économie Circulaire",798,0.39
1118,95,like,1,0,"2025-08-23 22:14:02",53,Villeurbanne,medium,"Consommation Responsable",101,0.34
1488,353,comment,1,0.167,"2025-04-26 22:14:02",32,Dijon,high,"Innovation Verte",617,0.91
1288,19,like,1,0.1,"2025-03-24 21:14:02",33,Toulouse,high,"Urbanisme Durable",253,0.63
1176,136,comment,1,0.143,"2025-05-14 22:14:02",51,Marseille,medium,"Protection Animale",400,0.98
1171,386,share,1,0.111,"2025-09-19 22:14:02",63,Lille,high,"Recyclage & Zéro Déchet",878,0.33
48,247,share,1,0,"2025-08-18 22:14:02",29,Bordeaux,high,"Consommation Responsable",128,0.58
1396,491,post,1,0,"2025-03-26 21:14:02",39,Grenoble,high,"Agriculture Écologique",92,0.88
1693,324,post,1,0,"2025-09-29 22:14:02",57,Reims,high,"Consommation Responsable",335,0.25
993,21,post,1,0.125,"2025-04-21 22:14:02",27,Lille,medium,"Recyclage & Zéro Déchet",878,0.18
1524,453,post,1,0,"2025-09-21 22:14:02",56,Grenoble,medium,"Énergies Renouvelables",224,0.36
978,175,join,2,0.25,"2025-01-18 21:14:02",36,Lille,low,"Consommation Responsable",315,0.19
771,347,comment,1,0.25,"2024-10-23 22:14:02",18,Angers,low,"Économie Circulaire",582,0.27
394,80,join,1,0,"2025-01-21 21:14:02",60,Lille,low,"Innovation Verte",635,0.55
702,284,comment,1,0,"2025-01-03 21:14:02",60,Lyon,low,"Énergies Renouvelables",787,0.34
1276,472,like,1,0,"2025-09-21 22:14:02",41,Montpellier,low,"Énergies Renouvelables",117,0.84
1539,390,share,1,0,"2025-03-31 22:14:02",57,Villeurbanne,medium,"Protection Animale",913,0.14
582,4,post,1,0,"2025-03-09 21:14:02",30,Villeurbanne,high,"Biodiversité & Nature",213,0.81
1720,170,like,1,0,"2024-12-19 21:14:02",57,Nantes,medium,"Économie Circulaire",364,0.88
145,28,join,1,0,"2025-02-10 21:14:02",61,"Le Havre",medium,"Agriculture Écologique",249,0.84
485,484,post,1,0.125,"2025-09-10 22:14:02",52,Nantes,high,"Consommation Responsable",54,0.29
488,252,share,1,0,"2024-12-13 21:14:02",65,Reims,medium,"Énergies Renouvelables",513,0.42
1169,473,share,1,0,"2025-01-20 21:14:02",56,Reims,low,"Recyclage & Zéro Déchet",516,0.21
16,323,share,1,0.2,"2025-06-04 22:14:02",31,"Le Havre",low,"Climat & Environnement",879,0.61
1697,144,comment,1,0.125,"2025-03-07 21:14:02",63,Strasbourg,medium,"Éducation Environnementale",700,0.12
733,170,join,1,0,"2025-09-04 22:14:02",52,Reims,medium,"Économie Circulaire",364,0.88
1682,186,post,1,0.286,"2024-12-23 21:14:02",55,Toulon,low,"Innovation Verte",309,0.8
702,156,post,1,0.1,"2025-10-07 22:14:02",60,Lyon,low,"Transport Durable",895,0.27
918,221,share,1,0,"2025-09-28 22:14:02",47,Toulon,medium,"Transport Durable",134,0.32
897,53,comment,1,0.111,"2025-01-09 21:14:02",22,Lille,low,"Consommation Responsable",10,0.26
1543,332,share,1,0.333,"2025-05-09 22:14:02",39,"Le Havre",low,"Éducation Environnementale",641,0.47
1273,422,comment,1,0.125,"2025-09-15 22:14:02",50,Montpellier,low,"Énergies Renouvelables",983,0.12
718,468,join,1,0,"2025-05-17 22:14:02",36,Grenoble,low,"Agriculture Écologique",100,0.45
1363,421,join,1,0.167,"2025-04-07 22:14:02",23,Dijon,medium,"Innovation Verte",380,0.99
648,249,comment,1,0.25,"2025-04-29 22:14:02",44,Grenoble,low,"Innovation Verte",889,0.87
1143,487,comment,1,0.333,"2024-10-31 21:14:02",55,Nîmes,medium,"Climat & Environnement",965,0.51
1445,312,share,1,0,"2024-10-19 22:14:02",38,Toulouse,medium,"Transport Durable",783,0.62
1096,328,post,1,0.125,"2025-09-19 22:14:02",37,Villeurbanne,high,"Agriculture Écologique",709,0.83
1983,151,post,1,0.2,"2025-08-19 22:14:02",48,Nantes,medium,"Éducation Environnementale",29,0.94
1369,454,post,1,0.1,"2025-01-27 21:14:02",51,Angers,medium,"Innovation Verte",138,0.68
1694,494,share,1,0.375,"2025-09-06 22:14:02",47,Bordeaux,medium,"Protection Animale",794,0.53
1611,362,post,1,0.125,"2024-11-23 21:14:02",40,Saint-Étienne,high,"Énergies Renouvelables",463,0.29
719,281,comment,1,0,"2025-09-03 22:14:02",49,Saint-Étienne,medium,"Éducation Environnementale",210,0.12
1583,484,comment,1,0.111,"2025-03-08 21:14:02",62,"Le Havre",low,"Consommation Responsable",54,0.29
784,351,like,1,0,"2025-05-10 22:14:02",53,Montpellier,high,"Protection Animale",55,0.87
1374,104,comment,2,0.222,"2025-05-16 22:14:02",47,Bordeaux,high,"Urbanisme Durable",827,0.86
1762,448,share,1,0.111,"2024-12-01 21:14:02",58,Nantes,high,"Urbanisme Durable",504,0.81
1969,452,join,1,0.167,"2025-04-19 22:14:02",51,Toulon,medium,"Économie Circulaire",799,0.61
265,309,post,1,0,"2025-08-02 22:14:02",55,Paris,medium,"Innovation Verte",630,0.42
1335,441,like,1,0.2,"2025-01-30 21:14:02",53,Grenoble,low,"Éducation Environnementale",720,0.63
1214,109,comment,1,0.167,"2024-10-17 22:14:02",37,Montpellier,high,"Urbanisme Durable",128,0.84
1205,162,share,1,0.1,"2025-07-25 22:14:02",37,Paris,low,"Consommation Responsable",848,0.49
1400,250,post,1,0,"2025-09-17 22:14:02",21,Reims,high,"Consommation Responsable",248,0.71
6,191,share,3,0.5,"2024-11-28 21:14:02",55,Grenoble,medium,"Agriculture Écologique",137,0.73
